times[s],height[m],height_up[m],height_down[m],velocity[m/s],capillary_force[N],viscous_force[N],gravity_force[N],Reynolds_Number,Fluid_Number,Weber_Number
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-03,4.019582e-03,4.184965e-03,3.839906e-03,2.009791e+00,2.230531e-04,-2.030353e-04,-3.093833e-05,1.426952e-01,2.871130e+01,2.844549e+01
2.000000e-03,5.562583e-03,5.771584e-03,5.331197e-03,1.328995e+00,2.230531e-04,-1.857975e-04,-4.281466e-05,9.435868e-02,1.898565e+01,1.243823e+01
3.000000e-03,6.702425e-03,6.936127e-03,6.439431e-03,1.042918e+00,2.230531e-04,-1.756799e-04,-5.158790e-05,7.404719e-02,1.489883e+01,7.659706e+00
4.000000e-03,7.633731e-03,7.882466e-03,7.349453e-03,8.744975e-01,2.230531e-04,-1.677781e-04,-5.875608e-05,6.208932e-02,1.249282e+01,5.385534e+00
5.000000e-03,8.431971e-03,8.689660e-03,8.132930e-03,7.604558e-01,2.230531e-04,-1.611547e-04,-6.490005e-05,5.399236e-02,1.086365e+01,4.072486e+00
6.000000e-03,9.135856e-03,9.398258e-03,8.826627e-03,6.767688e-01,2.230531e-04,-1.553923e-04,-7.031779e-05,4.805058e-02,9.668126e+00,3.225465e+00
7.000000e-03,9.768379e-03,1.003235e-02,9.452382e-03,6.120449e-01,2.230531e-04,-1.502608e-04,-7.518626e-05,4.345519e-02,8.743498e+00,2.638021e+00
8.000000e-03,1.034452e-02,1.060761e-02,1.002442e-02,5.600959e-01,2.230531e-04,-1.456172e-04,-7.962075e-05,3.976681e-02,8.001370e+00,2.209207e+00
9.000000e-03,1.087468e-02,1.113493e-02,1.055263e-02,5.172333e-01,2.230531e-04,-1.413652e-04,-8.370131e-05,3.672357e-02,7.389047e+00,1.884016e+00
1.000000e-02,1.136642e-02,1.162224e-02,1.104420e-02,4.811043e-01,2.230531e-04,-1.374367e-04,-8.748620e-05,3.415841e-02,6.872919e+00,1.630010e+00
1.100000e-02,1.182545e-02,1.207551e-02,1.150455e-02,4.501283e-01,2.230531e-04,-1.337809e-04,-9.101936e-05,3.195911e-02,6.430404e+00,1.426870e+00
1.200000e-02,1.225622e-02,1.249939e-02,1.193790e-02,4.231989e-01,2.230531e-04,-1.303590e-04,-9.433495e-05,3.004712e-02,6.045699e+00,1.261249e+00
1.300000e-02,1.266225e-02,1.289756e-02,1.234760e-02,3.995157e-01,2.230531e-04,-1.271407e-04,-9.746009e-05,2.836561e-02,5.707366e+00,1.124033e+00
1.400000e-02,1.304639e-02,1.327302e-02,1.273636e-02,3.784832e-01,2.230531e-04,-1.241014e-04,-1.004168e-04,2.687231e-02,5.406903e+00,1.008800e+00
1.500000e-02,1.341099e-02,1.362821e-02,1.310643e-02,3.596484e-01,2.230531e-04,-1.212213e-04,-1.032231e-04,2.553504e-02,5.137834e+00,9.108942e-01
1.600000e-02,1.375803e-02,1.396521e-02,1.345967e-02,3.426594e-01,2.230531e-04,-1.184837e-04,-1.058942e-04,2.432882e-02,4.895134e+00,8.268695e-01
1.700000e-02,1.408916e-02,1.428574e-02,1.379767e-02,3.272384e-01,2.230531e-04,-1.158748e-04,-1.084429e-04,2.323392e-02,4.674834e+00,7.541193e-01
1.800000e-02,1.440580e-02,1.459129e-02,1.412177e-02,3.131625e-01,2.230531e-04,-1.133827e-04,-1.108800e-04,2.223454e-02,4.473750e+00,6.906390e-01
1.900000e-02,1.470918e-02,1.488314e-02,1.443314e-02,3.002509e-01,2.230531e-04,-1.109974e-04,-1.132151e-04,2.131781e-02,4.289299e+00,6.348634e-01
2.000000e-02,1.500036e-02,1.516240e-02,1.473279e-02,2.883549e-01,2.230531e-04,-1.087099e-04,-1.154563e-04,2.047320e-02,4.119356e+00,5.855532e-01
2.100000e-02,1.528028e-02,1.543004e-02,1.502161e-02,2.773511e-01,2.230531e-04,-1.065126e-04,-1.176108e-04,1.969193e-02,3.962158e+00,5.417156e-01
2.200000e-02,1.554975e-02,1.568693e-02,1.530038e-02,2.671359e-01,2.230531e-04,-1.043988e-04,-1.196849e-04,1.896665e-02,3.816228e+00,5.025465e-01
2.300000e-02,1.580950e-02,1.593382e-02,1.556979e-02,2.576220e-01,2.230531e-04,-1.023625e-04,-1.216842e-04,1.829116e-02,3.680314e+00,4.673880e-01
2.400000e-02,1.606019e-02,1.617140e-02,1.583047e-02,2.487348e-01,2.230531e-04,-1.003985e-04,-1.236137e-04,1.766017e-02,3.553354e+00,4.356972e-01
2.500000e-02,1.630240e-02,1.640027e-02,1.608297e-02,2.404104e-01,2.230531e-04,-9.850194e-05,-1.254780e-04,1.706914e-02,3.434435e+00,4.070223e-01
2.600000e-02,1.653666e-02,1.662098e-02,1.632779e-02,2.325937e-01,2.230531e-04,-9.666862e-05,-1.272810e-04,1.651415e-02,3.322767e+00,3.809847e-01
2.700000e-02,1.676343e-02,1.683402e-02,1.656538e-02,2.252367e-01,2.230531e-04,-9.489468e-05,-1.290265e-04,1.599181e-02,3.217667e+00,3.572647e-01
2.800000e-02,1.698315e-02,1.703985e-02,1.679616e-02,2.182977e-01,2.230531e-04,-9.317665e-05,-1.307176e-04,1.549913e-02,3.118538e+00,3.355906e-01
2.900000e-02,1.719621e-02,1.723887e-02,1.702049e-02,2.117398e-01,2.230531e-04,-9.151136e-05,-1.323575e-04,1.503353e-02,3.024855e+00,3.157306e-01
3.000000e-02,1.740296e-02,1.743146e-02,1.723872e-02,2.055308e-01,2.230531e-04,-8.989593e-05,-1.339489e-04,1.459269e-02,2.936154e+00,2.974853e-01
3.100000e-02,1.760375e-02,1.761795e-02,1.745116e-02,1.996420e-01,2.230531e-04,-8.832771e-05,-1.354944e-04,1.417458e-02,2.852028e+00,2.806826e-01
3.200000e-02,1.779887e-02,1.779868e-02,1.765810e-02,1.940479e-01,2.230531e-04,-8.680428e-05,-1.369962e-04,1.377740e-02,2.772112e+00,2.651731e-01
3.300000e-02,1.798860e-02,1.797391e-02,1.785980e-02,1.887257e-01,2.230531e-04,-8.532340e-05,-1.384565e-04,1.339952e-02,2.696081e+00,2.508267e-01
3.400000e-02,1.817319e-02,1.814393e-02,1.805652e-02,1.836551e-01,2.230531e-04,-8.388301e-05,-1.398772e-04,1.303951e-02,2.623645e+00,2.375296e-01
3.500000e-02,1.835289e-02,1.830899e-02,1.824847e-02,1.788178e-01,2.230531e-04,-8.248121e-05,-1.412604e-04,1.269606e-02,2.554540e+00,2.251818e-01
3.600000e-02,1.852791e-02,1.846930e-02,1.843587e-02,1.741973e-01,2.230531e-04,-8.111622e-05,-1.426075e-04,1.236801e-02,2.488533e+00,2.136950e-01
3.700000e-02,1.869847e-02,1.862509e-02,1.861893e-02,1.697786e-01,2.230531e-04,-7.978639e-05,-1.439203e-04,1.205428e-02,2.425409e+00,2.029914e-01
3.800000e-02,1.886475e-02,1.877656e-02,1.879781e-02,1.655483e-01,2.230531e-04,-7.849021e-05,-1.452001e-04,1.175393e-02,2.364975e+00,1.930016e-01
3.900000e-02,1.902693e-02,1.892389e-02,1.897269e-02,1.614939e-01,2.230531e-04,-7.722623e-05,-1.464484e-04,1.146607e-02,2.307056e+00,1.836640e-01
4.000000e-02,1.918519e-02,1.906725e-02,1.914373e-02,1.576044e-01,2.230531e-04,-7.599313e-05,-1.476665e-04,1.118991e-02,2.251492e+00,1.749236e-01
4.100000e-02,1.933968e-02,1.920682e-02,1.931109e-02,1.538695e-01,2.230531e-04,-7.478965e-05,-1.488556e-04,1.092473e-02,2.198135e+00,1.667311e-01
4.200000e-02,1.949054e-02,1.934274e-02,1.947490e-02,1.502797e-01,2.230531e-04,-7.361462e-05,-1.500168e-04,1.066986e-02,2.146853e+00,1.590422e-01
4.300000e-02,1.963792e-02,1.947516e-02,1.963529e-02,1.468265e-01,2.230531e-04,-7.246693e-05,-1.511511e-04,1.042468e-02,2.097522e+00,1.518171e-01
4.400000e-02,1.978195e-02,1.960422e-02,1.979240e-02,1.435020e-01,2.230531e-04,-7.134555e-05,-1.522597e-04,1.018864e-02,2.050029e+00,1.450199e-01
4.500000e-02,1.992274e-02,1.973004e-02,1.994634e-02,1.402989e-01,2.230531e-04,-7.024950e-05,-1.533434e-04,9.961222e-03,2.004270e+00,1.386182e-01
4.600000e-02,2.006042e-02,1.985274e-02,2.009721e-02,1.372104e-01,2.230531e-04,-6.917786e-05,-1.544031e-04,9.741941e-03,1.960149e+00,1.325824e-01
4.700000e-02,2.019510e-02,1.997244e-02,2.024513e-02,1.342304e-01,2.230531e-04,-6.812975e-05,-1.554397e-04,9.530358e-03,1.917577e+00,1.268859e-01
4.800000e-02,2.032688e-02,2.008925e-02,2.039020e-02,1.313530e-01,2.230531e-04,-6.710436e-05,-1.564540e-04,9.326065e-03,1.876472e+00,1.215043e-01
4.900000e-02,2.045586e-02,2.020326e-02,2.053250e-02,1.285730e-01,2.230531e-04,-6.610090e-05,-1.574468e-04,9.128681e-03,1.836757e+00,1.164156e-01
5.000000e-02,2.058214e-02,2.031458e-02,2.067214e-02,1.258853e-01,2.230531e-04,-6.511864e-05,-1.584187e-04,8.937855e-03,1.798361e+00,1.115993e-01
5.100000e-02,2.070579e-02,2.042330e-02,2.080918e-02,1.232853e-01,2.230531e-04,-6.415686e-05,-1.593704e-04,8.753258e-03,1.761219e+00,1.070371e-01
5.200000e-02,2.082691e-02,2.052950e-02,2.094373e-02,1.207688e-01,2.230531e-04,-6.321491e-05,-1.603027e-04,8.574585e-03,1.725269e+00,1.027120e-01
5.300000e-02,2.094558e-02,2.063327e-02,2.107584e-02,1.183317e-01,2.230531e-04,-6.229214e-05,-1.612161e-04,8.401549e-03,1.690452e+00,9.860834e-02
5.400000e-02,2.106187e-02,2.073469e-02,2.120560e-02,1.159702e-01,2.230531e-04,-6.138796e-05,-1.621112e-04,8.233884e-03,1.656717e+00,9.471187e-02
5.500000e-02,2.117586e-02,2.083383e-02,2.133308e-02,1.136809e-01,2.230531e-04,-6.050179e-05,-1.629885e-04,8.071340e-03,1.624012e+00,9.100941e-02
5.600000e-02,2.128761e-02,2.093077e-02,2.145834e-02,1.114603e-01,2.230531e-04,-5.963308e-05,-1.638487e-04,7.913685e-03,1.592291e+00,8.748880e-02
5.700000e-02,2.139720e-02,2.102557e-02,2.158144e-02,1.093056e-01,2.230531e-04,-5.878130e-05,-1.646921e-04,7.760698e-03,1.561509e+00,8.413884e-02
5.800000e-02,2.150468e-02,2.111830e-02,2.170245e-02,1.072137e-01,2.230531e-04,-5.794597e-05,-1.655194e-04,7.612174e-03,1.531624e+00,8.094916e-02
5.900000e-02,2.161012e-02,2.120902e-02,2.182143e-02,1.051820e-01,2.230531e-04,-5.712659e-05,-1.663310e-04,7.467919e-03,1.502599e+00,7.791016e-02
6.000000e-02,2.171357e-02,2.129779e-02,2.193842e-02,1.032078e-01,2.230531e-04,-5.632271e-05,-1.671273e-04,7.327751e-03,1.474396e+00,7.501296e-02
6.100000e-02,2.181510e-02,2.138467e-02,2.205349e-02,1.012887e-01,2.230531e-04,-5.553389e-05,-1.679087e-04,7.191498e-03,1.446982e+00,7.224931e-02
6.200000e-02,2.191475e-02,2.146972e-02,2.216669e-02,9.942253e-02,2.230531e-04,-5.475971e-05,-1.686757e-04,7.059000e-03,1.420322e+00,6.961155e-02
6.300000e-02,2.201257e-02,2.155298e-02,2.227806e-02,9.760708e-02,2.230531e-04,-5.399978e-05,-1.694286e-04,6.930103e-03,1.394387e+00,6.709255e-02
6.400000e-02,2.210862e-02,2.163452e-02,2.238765e-02,9.584032e-02,2.230531e-04,-5.325370e-05,-1.701679e-04,6.804662e-03,1.369147e+00,6.468568e-02
6.500000e-02,2.220294e-02,2.171437e-02,2.249551e-02,9.412032e-02,2.230531e-04,-5.252110e-05,-1.708939e-04,6.682543e-03,1.344576e+00,6.238475e-02
6.600000e-02,2.229558e-02,2.179258e-02,2.260168e-02,9.244528e-02,2.230531e-04,-5.180163e-05,-1.716069e-04,6.563615e-03,1.320647e+00,6.018402e-02
6.700000e-02,2.238658e-02,2.186920e-02,2.270621e-02,9.081348e-02,2.230531e-04,-5.109494e-05,-1.723073e-04,6.447757e-03,1.297335e+00,5.807808e-02
6.800000e-02,2.247598e-02,2.194428e-02,2.280912e-02,8.922327e-02,2.230531e-04,-5.040071e-05,-1.729954e-04,6.334852e-03,1.274618e+00,5.606192e-02
6.900000e-02,2.256382e-02,2.201785e-02,2.291047e-02,8.767312e-02,2.230531e-04,-4.971861e-05,-1.736715e-04,6.224791e-03,1.252473e+00,5.413081e-02
7.000000e-02,2.265015e-02,2.208995e-02,2.301029e-02,8.616155e-02,2.230531e-04,-4.904835e-05,-1.743360e-04,6.117470e-03,1.230879e+00,5.228037e-02
7.100000e-02,2.273500e-02,2.216062e-02,2.310861e-02,8.468716e-02,2.230531e-04,-4.838963e-05,-1.749890e-04,6.012788e-03,1.209817e+00,5.050645e-02
7.200000e-02,2.281840e-02,2.222990e-02,2.320548e-02,8.324864e-02,2.230531e-04,-4.774217e-05,-1.756310e-04,5.910653e-03,1.189266e+00,4.880518e-02
7.300000e-02,2.290039e-02,2.229783e-02,2.330091e-02,8.184471e-02,2.230531e-04,-4.710568e-05,-1.762620e-04,5.810974e-03,1.169210e+00,4.717293e-02
7.400000e-02,2.298100e-02,2.236443e-02,2.339496e-02,8.047417e-02,2.230531e-04,-4.647992e-05,-1.768825e-04,5.713666e-03,1.149631e+00,4.560628e-02
7.500000e-02,2.306028e-02,2.242975e-02,2.348764e-02,7.913588e-02,2.230531e-04,-4.586462e-05,-1.774927e-04,5.618647e-03,1.130513e+00,4.410202e-02
7.600000e-02,2.313824e-02,2.249382e-02,2.357899e-02,7.782874e-02,2.230531e-04,-4.525954e-05,-1.780927e-04,5.525841e-03,1.111839e+00,4.265713e-02
7.700000e-02,2.321491e-02,2.255665e-02,2.366903e-02,7.655172e-02,2.230531e-04,-4.466444e-05,-1.786829e-04,5.435172e-03,1.093596e+00,4.126877e-02
7.800000e-02,2.329034e-02,2.261830e-02,2.375780e-02,7.530381e-02,2.230531e-04,-4.407909e-05,-1.792635e-04,5.346570e-03,1.075769e+00,3.993425e-02
7.900000e-02,2.336454e-02,2.267878e-02,2.384533e-02,7.408407e-02,2.230531e-04,-4.350327e-05,-1.798346e-04,5.259969e-03,1.058344e+00,3.865105e-02
8.000000e-02,2.343755e-02,2.273812e-02,2.393163e-02,7.289158e-02,2.230531e-04,-4.293677e-05,-1.803965e-04,5.175302e-03,1.041308e+00,3.741678e-02
8.100000e-02,2.350938e-02,2.279635e-02,2.401674e-02,7.172548e-02,2.230531e-04,-4.237938e-05,-1.809494e-04,5.092509e-03,1.024650e+00,3.622919e-02
8.200000e-02,2.358007e-02,2.285350e-02,2.410068e-02,7.058494e-02,2.230531e-04,-4.183089e-05,-1.814935e-04,5.011531e-03,1.008356e+00,3.508616e-02
8.300000e-02,2.364964e-02,2.290959e-02,2.418347e-02,6.946917e-02,2.230531e-04,-4.129111e-05,-1.820290e-04,4.932311e-03,9.924166e-01,3.398567e-02
8.400000e-02,2.371812e-02,2.296465e-02,2.426513e-02,6.837739e-02,2.230531e-04,-4.075986e-05,-1.825561e-04,4.854794e-03,9.768198e-01,3.292582e-02
8.500000e-02,2.378553e-02,2.301869e-02,2.434570e-02,6.730888e-02,2.230531e-04,-4.023694e-05,-1.830749e-04,4.778930e-03,9.615554e-01,3.190482e-02
8.600000e-02,2.385188e-02,2.307175e-02,2.442519e-02,6.626294e-02,2.230531e-04,-3.972219e-05,-1.835856e-04,4.704668e-03,9.466134e-01,3.092096e-02
8.700000e-02,2.391721e-02,2.312385e-02,2.450362e-02,6.523889e-02,2.230531e-04,-3.921543e-05,-1.840884e-04,4.631961e-03,9.319842e-01,2.997263e-02
8.800000e-02,2.398153e-02,2.317500e-02,2.458102e-02,6.423610e-02,2.230531e-04,-3.871649e-05,-1.845835e-04,4.560763e-03,9.176585e-01,2.905828e-02
8.900000e-02,2.404487e-02,2.322523e-02,2.465739e-02,6.325394e-02,2.230531e-04,-3.822521e-05,-1.850710e-04,4.491030e-03,9.036277e-01,2.817648e-02
9.000000e-02,2.410724e-02,2.327456e-02,2.473278e-02,6.229182e-02,2.230531e-04,-3.774143e-05,-1.855511e-04,4.422719e-03,8.898831e-01,2.732585e-02
9.100000e-02,2.416867e-02,2.332301e-02,2.480718e-02,6.134916e-02,2.230531e-04,-3.726501e-05,-1.860239e-04,4.355790e-03,8.764166e-01,2.650507e-02
9.200000e-02,2.422917e-02,2.337060e-02,2.488062e-02,6.042542e-02,2.230531e-04,-3.679578e-05,-1.864895e-04,4.290205e-03,8.632203e-01,2.571290e-02
9.300000e-02,2.428876e-02,2.341735e-02,2.495313e-02,5.952007e-02,2.230531e-04,-3.633362e-05,-1.869482e-04,4.225925e-03,8.502867e-01,2.494816e-02
9.400000e-02,2.434747e-02,2.346327e-02,2.502470e-02,5.863259e-02,2.230531e-04,-3.587837e-05,-1.874001e-04,4.162914e-03,8.376085e-01,2.420972e-02
9.500000e-02,2.440530e-02,2.350838e-02,2.509538e-02,5.776251e-02,2.230531e-04,-3.542991e-05,-1.878452e-04,4.101138e-03,8.251787e-01,2.349653e-02
9.600000e-02,2.446227e-02,2.355270e-02,2.516516e-02,5.690934e-02,2.230531e-04,-3.498809e-05,-1.882837e-04,4.040563e-03,8.129906e-01,2.280756e-02
9.700000e-02,2.451841e-02,2.359625e-02,2.523406e-02,5.607264e-02,2.230531e-04,-3.455279e-05,-1.887158e-04,3.981157e-03,8.010377e-01,2.214183e-02
9.800000e-02,2.457372e-02,2.363904e-02,2.530211e-02,5.525196e-02,2.230531e-04,-3.412389e-05,-1.891415e-04,3.922889e-03,7.893137e-01,2.149844e-02
9.900000e-02,2.462823e-02,2.368109e-02,2.536931e-02,5.444688e-02,2.230531e-04,-3.370125e-05,-1.895611e-04,3.865728e-03,7.778126e-01,2.087650e-02
1.000000e-01,2.468195e-02,2.372242e-02,2.543569e-02,5.365700e-02,2.230531e-04,-3.328477e-05,-1.899745e-04,3.809647e-03,7.665285e-01,2.027516e-02
1.010000e-01,2.473488e-02,2.376304e-02,2.550125e-02,5.288191e-02,2.230531e-04,-3.287433e-05,-1.903820e-04,3.754616e-03,7.554559e-01,1.969364e-02
1.020000e-01,2.478706e-02,2.380295e-02,2.556601e-02,5.212126e-02,2.230531e-04,-3.246981e-05,-1.907836e-04,3.700609e-03,7.445894e-01,1.913116e-02
1.030000e-01,2.483849e-02,2.384219e-02,2.562998e-02,5.137465e-02,2.230531e-04,-3.207111e-05,-1.911794e-04,3.647600e-03,7.339236e-01,1.858701e-02
1.040000e-01,2.488918e-02,2.388076e-02,2.569318e-02,5.064175e-02,2.230531e-04,-3.167811e-05,-1.915696e-04,3.595564e-03,7.234536e-01,1.806047e-02
1.050000e-01,2.493915e-02,2.391867e-02,2.575562e-02,4.992221e-02,2.230531e-04,-3.129071e-05,-1.919542e-04,3.544477e-03,7.131744e-01,1.755089e-02
1.060000e-01,2.498842e-02,2.395595e-02,2.581731e-02,4.921569e-02,2.230531e-04,-3.090881e-05,-1.923334e-04,3.494314e-03,7.030814e-01,1.705764e-02
1.070000e-01,2.503699e-02,2.399259e-02,2.587827e-02,4.852189e-02,2.230531e-04,-3.053231e-05,-1.927072e-04,3.445054e-03,6.931699e-01,1.658010e-02
1.080000e-01,2.508487e-02,2.402862e-02,2.593850e-02,4.784049e-02,2.230531e-04,-3.016111e-05,-1.930758e-04,3.396675e-03,6.834355e-01,1.611769e-02
1.090000e-01,2.513209e-02,2.406404e-02,2.599803e-02,4.717119e-02,2.230531e-04,-2.979513e-05,-1.934392e-04,3.349154e-03,6.738741e-01,1.566986e-02
1.100000e-01,2.517865e-02,2.409888e-02,2.605685e-02,4.651370e-02,2.230531e-04,-2.943426e-05,-1.937976e-04,3.302472e-03,6.644814e-01,1.523608e-02
1.110000e-01,2.522456e-02,2.413313e-02,2.611499e-02,4.586774e-02,2.230531e-04,-2.907841e-05,-1.941509e-04,3.256609e-03,6.552534e-01,1.481584e-02
1.120000e-01,2.526983e-02,2.416681e-02,2.617245e-02,4.523304e-02,2.230531e-04,-2.872751e-05,-1.944994e-04,3.211546e-03,6.461863e-01,1.440865e-02
1.130000e-01,2.531448e-02,2.419993e-02,2.622924e-02,4.460934e-02,2.230531e-04,-2.838145e-05,-1.948431e-04,3.167263e-03,6.372762e-01,1.401403e-02
1.140000e-01,2.535851e-02,2.423251e-02,2.628538e-02,4.399638e-02,2.230531e-04,-2.804017e-05,-1.951820e-04,3.123743e-03,6.285197e-01,1.363156e-02
1.150000e-01,2.540194e-02,2.426455e-02,2.634087e-02,4.339392e-02,2.230531e-04,-2.770356e-05,-1.955163e-04,3.080968e-03,6.199131e-01,1.326079e-02
1.160000e-01,2.544478e-02,2.429606e-02,2.639573e-02,4.280171e-02,2.230531e-04,-2.737157e-05,-1.958460e-04,3.038921e-03,6.114530e-01,1.290131e-02
1.170000e-01,2.548704e-02,2.432705e-02,2.644996e-02,4.221953e-02,2.230531e-04,-2.704410e-05,-1.961712e-04,2.997587e-03,6.031361e-01,1.255274e-02
1.180000e-01,2.552872e-02,2.435754e-02,2.650358e-02,4.164715e-02,2.230531e-04,-2.672109e-05,-1.964920e-04,2.956947e-03,5.949592e-01,1.221468e-02
1.190000e-01,2.556983e-02,2.438753e-02,2.655659e-02,4.108435e-02,2.230531e-04,-2.640245e-05,-1.968085e-04,2.916989e-03,5.869192e-01,1.188679e-02
1.200000e-01,2.561040e-02,2.441703e-02,2.660900e-02,4.053092e-02,2.230531e-04,-2.608811e-05,-1.971207e-04,2.877695e-03,5.790131e-01,1.156870e-02
1.210000e-01,2.565042e-02,2.444605e-02,2.666083e-02,3.998665e-02,2.230531e-04,-2.577800e-05,-1.974287e-04,2.839052e-03,5.712378e-01,1.126008e-02
1.220000e-01,2.568990e-02,2.447461e-02,2.671207e-02,3.945135e-02,2.230531e-04,-2.547206e-05,-1.977326e-04,2.801046e-03,5.635906e-01,1.096062e-02
1.230000e-01,2.572885e-02,2.450270e-02,2.676275e-02,3.892481e-02,2.230531e-04,-2.517021e-05,-1.980324e-04,2.763662e-03,5.560687e-01,1.067001e-02
1.240000e-01,2.576729e-02,2.453034e-02,2.681286e-02,3.840686e-02,2.230531e-04,-2.487238e-05,-1.983283e-04,2.726887e-03,5.486694e-01,1.038794e-02
1.250000e-01,2.580521e-02,2.455753e-02,2.686242e-02,3.789731e-02,2.230531e-04,-2.457852e-05,-1.986202e-04,2.690709e-03,5.413901e-01,1.011413e-02
1.260000e-01,2.584264e-02,2.458429e-02,2.691144e-02,3.739598e-02,2.230531e-04,-2.428855e-05,-1.989082e-04,2.655114e-03,5.342282e-01,9.848304e-03
1.270000e-01,2.587956e-02,2.461061e-02,2.695992e-02,3.690269e-02,2.230531e-04,-2.400241e-05,-1.991925e-04,2.620091e-03,5.271813e-01,9.590203e-03
1.280000e-01,2.591601e-02,2.463652e-02,2.700786e-02,3.641729e-02,2.230531e-04,-2.372005e-05,-1.994730e-04,2.585628e-03,5.202470e-01,9.339571e-03
1.290000e-01,2.595197e-02,2.466201e-02,2.705529e-02,3.593960e-02,2.230531e-04,-2.344140e-05,-1.997498e-04,2.551712e-03,5.134229e-01,9.096162e-03
1.300000e-01,2.598747e-02,2.468710e-02,2.710220e-02,3.546947e-02,2.230531e-04,-2.316640e-05,-2.000230e-04,2.518333e-03,5.067068e-01,8.859743e-03
1.310000e-01,2.602250e-02,2.471179e-02,2.714860e-02,3.500675e-02,2.230531e-04,-2.289500e-05,-2.002926e-04,2.485479e-03,5.000964e-01,8.630086e-03
1.320000e-01,2.605707e-02,2.473609e-02,2.719450e-02,3.455127e-02,2.230531e-04,-2.262713e-05,-2.005587e-04,2.453140e-03,4.935896e-01,8.406974e-03
1.330000e-01,2.609120e-02,2.476000e-02,2.723991e-02,3.410290e-02,2.230531e-04,-2.236275e-05,-2.008214e-04,2.421306e-03,4.871843e-01,8.190197e-03
1.340000e-01,2.612488e-02,2.478353e-02,2.728484e-02,3.366150e-02,2.230531e-04,-2.210180e-05,-2.010806e-04,2.389966e-03,4.808785e-01,7.979551e-03
1.350000e-01,2.615813e-02,2.480670e-02,2.732928e-02,3.322691e-02,2.230531e-04,-2.184422e-05,-2.013365e-04,2.359111e-03,4.746702e-01,7.774844e-03
1.360000e-01,2.619095e-02,2.482950e-02,2.737325e-02,3.279902e-02,2.230531e-04,-2.158996e-05,-2.015891e-04,2.328730e-03,4.685574e-01,7.575886e-03
1.370000e-01,2.622334e-02,2.485194e-02,2.741676e-02,3.237768e-02,2.230531e-04,-2.133898e-05,-2.018385e-04,2.298816e-03,4.625383e-01,7.382496e-03
1.380000e-01,2.625533e-02,2.487403e-02,2.745980e-02,3.196278e-02,2.230531e-04,-2.109122e-05,-2.020847e-04,2.269357e-03,4.566111e-01,7.194501e-03
